Id,Price
3202,229891.9727162226
676,233705.49941039007
6185,284336.68870371167
7730,160117.349181512
2573,185821.4362691821
10978,209013.33882322593
10962,250259.9161867387
8870,199751.6224627557
8496,163599.1495157454
5517,158435.9762042767
927,178402.94349520613
13675,209335.78949608753
1499,211855.04578555335
15536,346627.2175806717
8602,358599.6513606416
12137,426980.5022523486
9865,264238.2603961144
16353,285095.1992772199
15908,222381.08809004657
3944,184620.5800776499
10359,205809.6475607513
15158,241377.31234914158
3259,251824.14750213537
7220,306651.01243138185
13843,211471.03650477112
16736,188459.04227289464
702,274735.46599444625
16401,100588.32979560774
12134,179803.43524896202
6918,235793.85410598226
11792,149481.0338129671
3798,97372.91659973087
10395,136988.5675133137
11099,145125.67777042583
7090,202425.1755874673
11260,200291.10555017903
9647,206601.20102248673
2903,420359.08268941724
2071,179008.49072136031
8604,181446.66187372323
9346,208778.18926049492
3945,196989.15061051224
3420,137827.98135004085
10842,128282.82516087746
725,158339.49094083757
13931,193578.45766311977
16330,238419.83532195454
9066,444205.0934427157
3326,293369.92136652814
1556,267957.6686566061
6579,93148.91256953937
13877,129979.3163965062
9857,357622.2409384835
7302,281680.51775007683
5684,206217.96344870017
6513,237796.89346671363
11342,108957.416917163
16561,235482.4633642167
6885,160761.66374245312
9308,178229.59619835528
2559,179977.44048182984
6648,176348.01645225732
15260,170081.85869816912
5113,191139.6819423616
16492,194790.9350353759
12034,295495.6438559958
7248,224668.95736867457
2171,226955.55439854207
10594,171940.33465911404
13241,217107.4743479602
7032,139862.94079270223
4884,163096.06806662475
903,245199.12144042226
162,172219.24014672966
6566,272414.70746868826
8249,150294.1931026393
13106,159496.44357775498
256,128703.50371069286
7976,167638.5773976368
8575,181745.4331350024
7591,293592.31658665545
3204,213281.05808445477
15804,174629.17336273054
1525,328740.0454473091
9038,204204.06805720858
13628,201162.29811274062
10016,200859.22712427762
10208,224693.13883347914
2008,204688.57162566407
13029,212939.94146437448
5099,130017.57058082415
9923,307390.96466657886
9461,133341.02904601418
11086,163498.90744420275
15057,287243.9708244109
10689,186932.76910897263
2053,207507.08036194358
16630,173404.1661178829
4985,162646.21106368778
13881,255153.29586615768
13225,195095.24051045565
5779,66139.12448153622
10262,193071.00047018315
10762,204379.8773609125
9513,201741.42566100892
11128,166273.43154249951
2074,291536.9828448152
933,195188.76151195224
2780,180054.37721467836
6594,115412.1501113847
15394,252174.28841610023
14863,137028.8927482987
6698,204291.03618896677
1611,282425.0990144711
174,199164.87862220814
5160,239004.67527639255
3295,334602.3493506816
4559,371605.57109062554
8254,162670.08135652315
10228,99836.80899641542
13924,131508.7238372864
15341,238827.07868807815
4353,171521.95963187792
4334,72279.87882993615
1872,160848.68084281663
7823,190060.79404698574
310,163644.27544269443
3704,243322.84528049044
11615,332161.810530274
6605,198185.5530796197
3381,184159.88458287052
2143,145738.269199553
3191,251061.3855448352
13980,131400.45815300406
15613,153364.25782524343
10943,333750.86587188346
9654,157866.47054270422
16053,444437.6350846144
14931,234043.3072050246
8299,227011.07630640248
2147,163787.57305237296
11567,365224.5310660955
5905,130689.40813373338
11160,115130.21891221394
8275,147514.4606679537
16398,289945.55066679994
11229,181510.42242810412
10309,145238.0535746152
7340,269098.2769118492
7653,158443.7956344058
272,209066.6814692458
9831,233538.61277745455
5016,139058.51850881087
5968,66649.42220386516
796,241288.83674433
12123,127683.03843584996
16629,197039.6200443063
2637,169421.51651036134
6194,229229.9512085451
6216,383174.1170533134
14346,176340.4359408927
6428,135517.57814426013
2891,231727.7607195673
84,186512.4886620107
9260,226565.47155035965
15250,137044.4456085988
2348,216762.8085649202
10427,291423.01079108595
13230,242365.08127482858
1691,198173.7332409296
8803,122292.27664892131
5464,207419.8902282919
10559,114302.92650413429
16787,307316.79297014384
4278,147447.57902028362
6183,166059.27878824502
12775,153333.71576435087
10104,173910.65331523164
13663,180882.92788199172
9404,268762.3561151389
14724,204101.13465131185
10040,182641.15352954104
4646,193322.96767012854
4754,157630.96171459675
3310,224690.61819661883
2003,196694.39924234236
7312,241388.1927070352
10921,220324.2407481168
13419,305981.3654876667
10105,176959.78446595382
2196,446841.0057238156
12659,235882.74364120536
4380,259078.17864819308
10847,146061.9028289581
10805,276195.94642402715
8709,91036.2478491986
8319,193467.4444952576
2215,188090.03067415045
7000,202110.42165375192
7701,97488.6500400233
9678,179185.38417284415
14026,188885.84665712054
7971,161690.87991455282
13734,151859.00666609898
16483,212383.97531472275
6150,211102.82900798268
2931,285534.3831166884
5418,171799.84058829586
1662,469310.49864888575
2441,218588.9606522406
669,136045.6103884368
7734,186888.66318871517
6010,307068.887481754
266,139925.25646800507
632,138991.18636575277
16221,100423.36717099055
11832,172021.59758801493
5035,110188.92575998687
37,142577.09141007796
6168,181646.8073247067
11757,185281.478667123
8086,124566.91713771284
6529,235972.9259063423
15121,199376.2383123742
13904,145861.94060894428
3711,154994.6254811591
16563,120087.44280043675
14494,171545.76890822512
3006,223308.15290380197
15299,126852.88665217072
92,274599.3552106874
8066,165140.59843809373
16071,206054.0932481459
10662,142152.72172303018
3883,223861.83739745902
5511,124898.02415815585
2821,278413.05853323924
9570,193406.8674296731
4326,248889.46139744317
9251,229798.66463677413
9031,214915.35325415124
12689,171739.03738099785
16380,240541.26381624918
1053,265045.01170064195
4568,185735.05141816288
16140,110297.06341386338
14356,403302.2710804424
8466,184187.29088013666
15652,139069.01179417156
3285,141965.68628817316
3198,166834.85543889855
14088,399153.907661506
2268,115237.07499241094
15472,192128.86555797685
1203,203281.35259715313
7157,342269.7530728965
6886,229258.9787956393
5083,276959.899913079
7467,133950.96392227698
14068,211553.49866773427
2080,175340.63899303987
10865,152781.16875988958
13516,183731.58055363933
14150,204647.85695085162
7609,120300.28042260632
2144,350721.5332968022
10357,197412.0975470533
2396,232418.75953936286
1526,363844.8315525808
10890,262140.26081929824
8638,454412.5864534123
6050,251721.46122768344
7639,99703.94836965721
10544,201759.75734977532
9577,239416.13634923517
13195,217036.00813015993
3484,232191.93838781747
16668,376670.94782630575
7171,195511.67830881523
8547,209814.77428219886
12735,214701.15589434994
9093,187959.3396070633
15323,290314.56491003564
14897,138356.6856555971
5135,113545.34130538338
5327,234338.0506075238
13133,243396.9681913214
1676,293360.32651363267
16296,293953.63299074635
1095,150414.9622613175
12528,150598.54085955635
7348,274534.2150536517
11663,159745.70065780406
1803,202329.87873548066
1510,256268.56891142792
16045,199833.2951640736
2900,142017.02237488123
3236,181029.6083871236
1318,221699.1195298968
14948,233311.81951794267
7840,300183.0969283536
15325,170405.2021156762
8700,177796.21839622594
15706,205443.84297532256
14449,154574.75554279715
16117,180619.7483607947
4529,190199.25408618888
11199,207437.3405323236
4052,349895.9295535215
821,221842.87538311782
68,268358.0962328635
554,108861.91478199343
452,171328.27158456165
11394,308897.9553317589
11393,180521.35817893047
9535,160638.62820505252
4024,192199.15461311614
10069,231186.1650518396
12007,157170.13533366268
12368,444917.8328533186
1259,375816.0935974467
1124,326366.53571359516
3707,193580.38693322756
8767,167105.191958595
1919,175749.34988814994
16741,157430.7986257707
6664,276587.0238620782
5688,368776.24809878663
7799,158585.8166672473
14843,344903.44873961917
7532,177142.8506750304
8133,153555.46802320154
6264,327321.35861549247
4125,167696.17328229497
2410,173732.3936858625
13607,206677.25636917097
1716,275534.03880813275
1370,141467.87805186465
2273,436332.3835311821
15298,336330.6604145152
4284,265623.43191320344
12303,144236.67906429642
7808,130633.05206635025
2203,147839.1363764952
7237,135590.1097036952
15864,169460.57844932508
2844,143286.60636166233
5729,167251.64888974532
11812,418409.14555125195
1779,160389.57265694247
6442,140135.8858363566
6160,227653.183032859
8266,212257.52841464296
9903,156819.43979708978
2867,143594.31788363596
6998,187752.58458724062
13932,168080.76564078245
12587,175387.6186199004
3611,270731.17231460096
2646,307528.454611201
1890,162638.52511727478
860,270437.72968303855
14187,195480.41236932916
12569,288300.15628664225
1276,81034.28412665945
12025,219517.42098075914
4890,302653.7114910943
14410,339917.79932747997
10352,404812.0614139182
11407,187066.60725384328
10384,173757.73944799925
7622,284369.8636303368
12578,163686.92491380926
15820,174429.32251947632
563,202079.7434190296
15226,156969.84317548893
6396,218459.70410584396
6247,145763.3883465305
3339,155901.2417546969
10975,315035.2196343782
7475,108984.72215006342
11129,194688.53462246354
3051,257373.66211071674
10232,256122.4771472998
14106,194322.24516914412
5502,240790.02723916306
4558,66551.11178963023
4181,140492.45440152768
8426,124326.46980628332
6611,167785.27292649075
14641,146261.51450159916
15539,270485.71760725445
13119,130298.61083232393
11716,193038.3650773554
7316,260030.4484810699
7791,104995.28619344966
13034,356079.391554177
1068,266549.9106614248
4060,173019.96741867528
10172,214508.08999742338
2591,182461.07381889672
12494,346842.2038435242
7828,334709.29141043604
15284,179282.0289734717
7947,169169.4404110051
16335,236424.51333837907
10234,366845.4655524414
2797,240199.3585115267
5341,235250.1157081638
3059,245861.25192209645
1559,70368.57264515082
15320,288701.35026937985
10284,355320.6649806239
4134,217185.21508594355
4481,218969.88396910008
7222,138006.044373541
4062,254067.9843380681
2192,213957.350262422
9637,183255.21751787994
16236,174308.34724201786
4272,168108.2620476762
9406,292052.9426544306
14309,241640.04037752247
1946,317901.1037526188
16235,231992.94364110162
7146,162431.5418634545
16784,222994.22565355865
349,299344.593466577
6251,174573.9388284367
5128,360488.6456220135
11718,178218.45926177365
16721,83259.91403275619
12517,225235.8375309436
15961,177685.94479402123
9428,147125.94881656102
14541,148672.95083350045
10168,111739.03139370051
11270,165161.51923578372
13210,202424.12395506504
11518,168091.15809169985
12612,149911.7893838881
16352,118677.84402883123
9935,165022.89365801093
15521,312334.4509676163
11482,197421.4230362492
11443,161756.12046990934
9459,247679.95868454897
9218,150889.27396504
854,153667.717930699
5619,158567.56252354253
9208,187234.0979520931
4391,150680.07045010073
15207,161962.65802848202
7183,187102.02344317245
16442,221073.7210890362
7936,84182.21289894555
10606,340178.67037460615
4979,160124.24352082243
4854,308964.4959715292
16476,137312.82497212815
10516,156356.52844604096
16261,290035.68782059575
90,382989.75967731565
5433,173102.6622326343
14338,149281.90130080268
13487,215455.10113216806
8211,481535.1646708737
170,170931.10151385714
14051,99027.88903348956
10686,199255.71171263643
7595,333345.8702360144
6777,369122.5912213251
14661,171552.41765459772
13991,312860.9539553142
16795,176523.80615863352
2740,149309.8980884312
7368,359815.6900643729
2413,248948.96884756157
1852,476815.06701844605
15200,404874.63775656174
8467,329577.6946393929
16379,307193.80343521375
3375,168574.76070306357
5945,461256.39392
2641,162784.9599980097
2837,325188.7863692929
3498,223288.55732940338
10876,144867.6723011795
1285,232530.25962914713
9285,238197.29460243523
4015,319680.78761271626
2526,180530.99083976104
7814,205987.21844406603
7117,292497.9673459737
12359,117833.50142783349
3303,255788.21351403804
13874,170986.1996500955
5484,193978.042088212
15067,155174.17741896692
12639,226379.4432476567
3388,243972.2846686559
4256,206670.7295293023
15738,210132.02384941315
14049,173951.5376842869
15780,183646.94382932043
9564,171995.0147669517
11910,206201.47557167656
11315,201432.56203788944
1733,165744.20293232327
3910,403551.1592408359
7552,458465.04308377806
254,207852.47510851893
5222,203179.95936378196
8314,225224.9637294348
16743,250482.11055246097
10335,111406.63067874422
8226,281142.44808408176
12254,226744.9176669431
13152,217648.1860549811
15020,209493.529768533
16349,231039.63017069496
11924,160005.7911295864
12543,186626.2825960196
14114,256849.26816613207
12318,257805.09372131433
15383,170978.12731387213
6679,211510.02640281967
635,154576.21617165435
15993,284976.85027458647
11375,175293.3802925834
11216,186160.22782012218
15401,234246.62216940022
11301,140046.46097598117
13804,276570.68679681944
10839,199470.10210835774
1588,343204.9838908244
3596,199942.17836058798
5816,160980.26464672267
8099,143224.7868290927
6551,186828.52952578745
14075,564839.6506376944
13431,207580.18544581364
9481,325243.79430124414
5295,155188.7907421276
15859,376293.1598649938
10634,357924.6379656674
444,253832.2699732148
11686,263810.27546000766
1213,207194.10090535248
13970,203585.47422324622
6849,418132.17651592003
9911,250317.56752445546
5649,147550.0226506393
7184,238682.8595382662
5877,279822.1256808384
1655,224602.57599085706
15301,200375.5797321674
12389,245901.5719345604
5241,283939.60981391836
7048,163672.85704938136
10574,137021.0769787047
8593,142917.10910026787
4752,171567.55895864512
14663,171238.19871776033
10994,197322.22204011847
87,70666.63320012989
5132,127080.74467512149
6372,360251.86709639285
7411,336477.58648580295
3319,262126.34370480035
9355,129547.23132704393
5139,240498.78034167067
56,316335.92803887435
3249,159468.2115214551
5047,90410.27925473811
13238,282723.6243788313
2190,287671.9494299697
15599,179439.58613081477
6542,167398.13031997706
1968,164776.70941021494
5630,156923.91188505472
9157,249173.5324674109
789,180277.05931711034
1413,266299.29851317714
12514,259647.02646276366
13459,143850.73275916607
1345,254855.95936373802
4034,194446.51942846613
15169,141589.6330668863
6770,246916.85607479635
3334,165213.78892594515
12998,149800.99944318898
15870,233892.13673863097
1871,155610.48391362294
5770,176490.38195571606
13196,105893.35407207739
7633,227169.4015033864
10699,215709.68805400238
15470,186608.05078068966
1903,524169.79776307935
13860,205901.92904192806
7649,196283.0942807785
11043,231786.78308744772
2922,261340.73450318203
7538,354615.6408242538
9477,122475.07674312813
117,522637.5592476324
1457,251181.7569509935
7082,164495.80377006272
3053,261615.06855612085
12522,110831.46787391901
5744,438723.56281093264
13566,345436.3013052748
1464,133181.87795280782
3852,121247.59245619594
9557,231553.91446405769
14719,426119.6529444114
13978,126466.06038769514
3286,162265.05170963943
13019,361365.0999744344
1421,138855.27551075278
13502,175263.52868037255
14811,119769.11820438733
9297,290335.6515760296
7749,481553.447337398
16555,145278.78324247227
14576,188402.28232672793
12766,170885.3706148162
4679,138933.87908750298
10033,203748.2570624704
11231,255955.96875089395
15112,166258.70704474192
10617,183722.01598451156
2175,168468.45829860927
16502,425054.1081089596
10106,199400.65525902848
12561,145631.7831315508
15907,325551.3657218918
8069,126703.29522473861
8316,123769.23722189163
12343,255627.27092445904
12092,155973.60480285226
1527,170535.7392185493
10010,203373.3041066385
655,103613.48352018118
10549,133399.43339220184
3248,117989.20291537925
13499,292303.7153533689
14959,208296.59292448964
6070,156371.15040563047
11360,227422.46202300346
12102,197494.94754238613
11870,287298.44677204447
3713,115470.74651202005
3230,143126.4190505488
7742,217608.80428822272
15092,358742.6880205699
8728,303878.97584173956
3386,148179.96400083034
9409,151813.75820500092
16545,258742.9956754115
3127,165279.38959398548
11344,181821.1915765883
2112,208568.2822214402
7310,217706.81413906117
6313,204293.6066305942
3681,395710.7147624966
5114,364523.16568519693
270,147939.5198175164
14350,186182.83817500385
12223,363096.3799297529
1066,176241.93074889292
16116,408753.8573976637
11410,518188.6356135574
4088,160476.49071095054
5956,185120.3656158626
14669,141041.429318929
13871,134785.39944063954
4126,238382.9522095517
12114,225085.56669758348
16607,171077.30659378503
4266,226169.05327240846
13518,216992.3652914898
11856,317201.67745822406
3885,241848.83584724992
8891,161714.98676367608
4964,169559.0333557287
7696,167761.33753847345
6894,126399.48346115068
9766,163584.09182647194
4800,161243.59424411517
2840,197838.23981401313
4743,167182.49804173125
13562,480588.6575799099
8301,200379.69258483584
5405,175183.74960495194
1535,169995.67066259665
9073,128720.50229136455
1698,352360.2120472933
12262,244019.47429973472
6794,178029.50742422522
12701,186103.03440204234
8432,166008.54869709647
13540,129046.04786861918
8629,155081.72052522705
1440,180008.3261314217
8596,204851.66298408856
9575,260770.66893821233
14976,111387.55001817548
3149,224142.40742344345
5157,158367.04086912982
10748,187893.81585621042
9719,438192.6012067335
6376,177938.1652782933
9733,172721.3037967631
4749,189952.44892583715
4994,435278.5656865837
538,217393.3270752841
5512,135725.8816186666
9778,148039.94935999103
9761,145576.89687705235
3174,420236.873994419
13429,191491.49430169325
10467,72787.82668385716
14129,189791.9309109516
13608,211519.71272892048
11106,145623.8789989255
12048,175543.62511099313
1054,339346.0341346798
3582,268806.05068477517
1566,156635.94426957055
11529,144863.34002013798
11859,155092.07580424796
10582,145106.31742271225
14907,502060.52089585137
14039,164849.55135372878
10489,136407.25680408615
3331,312853.8945859298
10153,239281.11613134487
5271,145800.98522366706
11871,390094.5039204918
776,125517.91068096545
3994,119476.77996239647
9433,72074.80976685678
14275,158330.84088788021
8030,266370.2786277966
8169,243855.0754875744
8053,190989.43309302517
4822,236204.3016600858
13197,234329.17107638257
13634,325587.9856151724
8951,163389.64373699357
12176,240752.55838143392
15471,139742.65748469275
14962,138220.79922436018
12512,122240.55541018352
8697,397320.0299401227
7095,227498.29395450116
13639,201978.22237408196
16660,159112.83834867913
5848,146299.94855099905
5386,201033.985629997
10880,328802.58949621464
3954,180673.0786723654
13426,257751.75879948176
5966,229154.74557133214
16315,293834.806845836
7455,186466.1562167293
11071,223424.36119156037
14740,213428.6320662856
16087,182554.16150284413
8931,225879.5445261427
15289,161076.4352168493
16089,302952.95011416316
12128,186879.3390081206
4724,229007.39712574572
8585,206425.1036102587
7188,229722.073571871
5423,152076.92020293893
10488,191159.66006285264
5980,223423.30241205014
8376,238692.2577884299
12397,142833.29373387076
16496,195701.6977196563
4891,257302.08604710823
9710,137238.76936524882
6339,177440.53300281893
244,187067.59856374422
5002,256605.1986865991
5358,168181.8479577352
7636,154725.4584301805
9361,308967.23697154276
3601,126649.73665714778
15755,147329.8318127776
172,186421.0318311548
3037,339371.9307237873
577,302843.2933990341
3607,202529.4264998266
2515,104333.87224699243
10413,153099.49901575132
10511,255904.41182415874
4637,535228.4909772314
12736,289051.750444089
9534,237295.3029554391
11641,173260.24135709123
10419,275471.46429411235
15313,224334.51429701436
14915,190762.72878915432
12409,406640.2099532949
9405,134105.74587118885
14066,218219.96254529044
14108,196123.06231614377
11931,218839.15067375303
11464,344887.26384471793
926,147591.69874411562
11190,222042.49489835554
10260,178708.99656848417
12712,192731.19929487276
1234,215002.25452925815
11608,105669.2065294072
3776,246733.61924228055
4881,203648.67685978586
10266,174139.38626525912
3262,231899.691323025
3576,390603.3502093721
16604,385806.46148088964
8041,253641.00433821962
10691,218335.1900631291
8357,175229.07114192125
11661,139715.541193566
4453,242894.8032342593
15936,213525.46474244376
8463,281859.3615201141
15770,240742.92400937222
466,169052.95983844082
14965,84316.83142635974
11227,186280.54090692033
9894,277463.4742104125
11746,209647.455374671
4118,136473.9801277714
756,361424.8107950694
15589,175763.71899931596
109,372491.0684364621
5778,216352.1047033177
1731,79783.71142795244
3450,154320.12036104963
2961,173988.323190616
222,168242.61876344445
11454,401460.3541984922
7339,188292.6881532002
12096,91607.35055825285
14074,210504.00875332364
4058,312889.5218941537
6603,263322.84747624386
3289,122718.13493975706
16681,264080.3203104482
8200,361727.2816798374
3343,296622.5464341061
7802,174538.29177693068
2082,387757.9376139629
217,249378.84045197122
1720,175141.24589919162
7224,257682.7261470309
6176,150356.90489083587
12571,274639.7610928402
16666,328260.52973177144
8908,213252.86124407503
6914,165046.98917505413
5428,187060.7079277088
381,177953.07577137282
3991,201521.21911845182
16365,284011.414944722
1046,216240.10456805088
391,154452.63856153184
9212,337449.79271996196
3022,183660.22977233745
9961,107075.36325965534
6764,310010.5748136609
7720,187826.5371340133
4809,210973.42769759012
8877,328873.83985059906
7817,177101.31401090577
10614,111746.18465503435
5553,245372.39287391707
16488,136533.3800277928
11002,159776.7864895612
13592,393647.62099997676
15050,219829.28933230333
13553,301653.56529603497
9041,195703.43331871863
5461,406511.3375340844
16274,409713.22998973576
2138,131762.37623412718
6245,157850.1948031081
8245,197863.89988536516
6491,209811.13721352318
13218,182430.0099904218
13101,106049.41733448998
10462,144977.96512823403
4079,174603.84395395653
1506,400687.29095145816
14107,124147.99890188189
12215,284447.3485030665
11576,364347.3659408738
10567,223787.98557221005
12713,222265.02432890036
1468,526176.7782575884
2549,263926.10637965566
4172,267062.25981165975
12380,253762.84320981984
3513,110561.41518710877
8165,210906.80578817695
1127,213348.6262853687
14601,451276.73296990205
15526,316787.17449127545
986,340760.94899648865
14968,197236.79861436159
9348,206663.0773316222
6317,274860.66155447735
7497,87496.40961159932
5079,338209.57675737835
528,171486.2419866939
10964,145164.0090877484
5812,311712.2707166949
11022,169385.03512329652
16251,129845.9927826603
5863,112286.35272965961
8664,213778.59624762565
5396,205407.99028388437
6917,242327.38053318983
12776,126922.39362674866
473,235170.79831013837
13333,230913.14672612477
13023,168714.70790650568
7357,212043.34045385243
10955,463326.91821926855
11914,340123.207228443
12535,152099.36889019547
11205,175838.56611879842
13209,184520.74192032742
16119,404781.5104449006
2174,261374.63967688303
4834,219122.3779819176
10151,181043.95241545033
5584,207006.13787572563
6672,226093.62301191833
12858,286893.59080643184
5106,151748.79775421805
8884,170024.23950004842
13766,168905.97969344995
12556,122896.90702766972
12910,222756.46395846808
6258,125138.95451487003
7100,243510.01840147574
1793,188205.22013502178
3335,177495.9641466373
12835,185405.82143223792
10591,161608.2304028522
15707,249038.93854237688
16389,164163.94731559564
7440,364940.7228601874
6293,180295.13445424073
3937,191074.6153280544
16527,183808.24091859115
5102,243557.39844986072
10734,346130.14131115703
7986,158099.68473500526
6495,122201.50416951375
9571,245541.9681188113
5131,178782.3106094984
10761,425732.38504381466
143,392414.1392903732
13829,155307.2626673364
13662,220198.0909120642
1771,138380.2236723479
5448,202783.8622433571
8594,160788.26195910398
12038,318973.51071529725
16471,178034.9762620583
16764,142793.2142018154
1282,174357.079505016
15101,268250.2415756683
9473,134775.04683891352
2324,384843.67959830665
14448,231799.72502840604
6000,69163.85634412787
2077,123181.77218006187
12960,240664.5240619973
15837,208986.6154819308
8805,232323.6825144669
9987,232265.37458974597
1580,354182.649538245
11089,125687.88850543473
10926,220823.01682649495
12773,436533.9323898224
6490,298084.9315412006
10858,124011.9264130237
2831,112544.8618013141
16326,143087.68225428517
371,186316.35268729957
8852,192411.87513281652
6713,272615.4404200259
4230,170760.80341615676
3639,221176.0825593285
3642,195033.3043629548
5149,192856.7316324781
2861,201856.1751374312
13300,92472.61281815691
2807,327172.31146498164
5919,104063.58147101545
12716,562799.5968124401
4271,246770.1141513131
16055,246297.7162599513
3747,177614.16608619012
5857,279364.886683456
6884,321800.01898981846
16027,307920.90088344435
3512,328109.43703970243
5181,168624.31368924346
16732,290088.02856734797
1908,179493.54530685805
12082,159926.15035993943
7286,141138.5008236441
8216,135957.41599461428
6929,334778.67475006427
3950,406032.3792501535
12479,177296.9497273037
877,144417.89107439437
1366,185169.8512836292
384,134520.83918217092
5767,223359.46558885742
6910,148604.92728409963
187,197799.75073654865
10164,296103.63403890666
8603,236638.84924727524
15834,190718.56735263474
3078,128539.80711698682
3479,245662.8354984377
6671,225810.71117901138
6078,190065.3676527454
16271,127330.47518667272
16191,163069.47816591756
11544,167675.01853278888
7781,179650.60744635668
14918,317273.9063757984
6238,186303.26336186205
12989,213581.62689032473
11907,228223.46231868214
9696,157108.21731915066
14084,369518.89218883635
3895,154654.70138645027
4367,185042.2755913368
8453,72390.86682339413
7638,339434.43141811795
8373,238881.65551805717
4674,180821.2855674255
15787,136369.9924066226
5903,265810.0870976094
13679,209450.50904071462
9018,374907.8584311524
15823,267482.5835347162
13289,147144.60031620588
9896,188346.74418793144
14436,184189.78511729513
5547,213911.49631214637
4048,397641.12907835323
16579,197187.43658513515
8550,195518.92933168245
9385,325642.5420538009
5242,158080.1707793171
31,257265.84387630154
6144,307927.4848700937
3990,197669.57226459045
2523,73983.76015362758
12608,274107.56687174673
7234,184194.71514232986
15264,211450.31434250867
9623,213413.43005286565
3161,314843.6710889469
7425,102505.75318340086
13021,285548.9840002469
4044,148239.53927229904
15411,243238.580943273
979,310211.19077571126
5514,244754.75468583705
4817,160232.42987120632
2115,178975.44739415505
10571,312121.10412387864
8992,205536.3052208834
15546,193471.87265409794
11359,109543.82718741475
11972,182411.89654339344
12838,163340.6954949913
5948,128868.75300964055
422,300793.4296335877
4855,158139.3770392
16197,110833.78370153127
8926,403013.83862199733
5703,181337.90796237896
8848,213136.4750381328
7039,302788.6306436756
3806,155499.84939489755
15154,219455.55852463478
13132,189345.63764621128
7438,199788.2089622189
4398,226292.47504094522
2440,180766.05314193064
3751,150712.6337409451
1476,170271.175507635
2264,358802.5839360261
16444,160299.94441993334
10704,156746.74475562977
4033,147706.76472150255
4508,112357.84283853674
16290,232393.17718601084
10387,208166.61145654117
5457,149713.5410618575
4910,266417.3145261196
7451,207920.19667585733
10732,179065.4184240013
8015,125615.85246362501
6148,179493.83698253168
5892,246328.6379622273
7825,228442.399804101
6851,229651.1254097398
6633,205449.35163831455
2139,280461.39511642314
10213,305250.155068356
2830,226224.9468576084
13907,141411.25492628125
15897,384898.7616614837
8311,184389.0352919138
14230,214280.61961021932
3878,175443.1231298432
13732,171858.3913010528
12110,170638.7565930014
10675,373675.41567511857
12946,131383.0072942296
16754,233577.13284809768
4394,287140.8288699024
16728,170052.43183407
14378,298816.58727275504
9949,164834.39521491344
994,180565.19139041653
13258,157468.70676924946
5883,375768.92752254097
6933,348079.4709164458
13193,218915.65655491364
13286,171099.7677887299
13407,373922.4094145127
7512,120369.29683304665
7221,188731.3943352519
14428,142092.71631958114
1740,195722.4677219401
3,147677.04086641606
12952,225594.49327606376
11537,144403.61239284967
2558,142590.59028707244
14081,279728.49078578193
3517,241940.0109409404
7149,226171.0205706065
15777,116076.40491421158
8995,245282.61799993904
826,360923.42802584905
509,314596.1925848391
14875,279103.57857371506
6591,160028.33810597888
11283,106037.9634694068
9897,253945.95689573168
14902,183699.63740114626
14291,149399.04595128118
3162,243674.58223322176
4206,196689.77526717144
11580,203204.17974091767
2007,252750.68785417938
14939,369687.3835779915
13572,168037.3562370989
10720,155663.2413914797
